Year;Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Coverage;Categories;Areas
2023;20871;5700168391;Journal of Global Ethics;journal;1744-9626, 1744-9634;Routledge;No;No;0,184;Q2;32;31;88;1133;67;79;0,73;36,55;55,00;2;United Kingdom;Western Europe;2005-2026;"Philosophy (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
2023;20872;21101136682;Journal of Latin Linguistics;journal;2194-8739, 2194-8747;De Gruyter Mouton;No;No;0,184;Q2;7;7;28;678;15;28;0,44;96,86;77,78;0;Germany;Western Europe;2005, 2008, 2016-2025;Linguistics and Language (Q2);Social Sciences
2023;20873;21101064968;Osmanli Bilimi Arastirmalari;journal;2458-7982, 1303-3123;Istanbul Universitesi;Yes;Yes;0,184;Q2;3;27;43;1258;6;43;0,14;46,59;30,00;0;Turkey;Middle East;2019-2025;"Cultural Studies (Q2); History (Q2); History and Philosophy of Science (Q3)";"Arts and Humanities; Social Sciences"
2023;20874;21101072364;Proceedings of the Centre for Economic History Research;journal;2534-9244, 2603-3526;Centre for Economic History Research;No;No;0,184;Q2;7;32;82;671;20;82;0,25;20,97;39,47;0;Bulgaria;Eastern Europe;2016-2025;"History (Q2); Economics, Econometrics and Finance (miscellaneous) (Q3)";"Arts and Humanities; Economics, Econometrics and Finance"
2023;20875;21101052353;Research Data Journal for the Humanities and Social Sciences;journal;2452-3666;Brill Academic Publishers;Yes;Yes;0,184;Q2;5;5;30;156;21;30;1,06;31,20;41,18;0;Netherlands;Western Europe;2016, 2020-2024;"Arts and Humanities (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q3); Computer Science Applications (Q4)";"Arts and Humanities; Computer Science; Social Sciences"
2023;20876;21100818726;Sententiae;journal;2075-6461, 2308-8915;Vinnytsia National Technical University;No;No;0,184;Q2;5;53;90;998;35;70;0,48;18,83;37,14;0;Ukraine;Eastern Europe;2015-2025;Philosophy (Q2);Arts and Humanities
2023;20877;27890;Studi Emigrazione;journal;0039-2936;Centro Studi Emigrazione;No;No;0,184;Q2;13;41;110;1314;14;95;0,14;32,05;51,11;0;Italy;Western Europe;1977-2025;"Arts and Humanities (miscellaneous) (Q2); Demography (Q3); Geography, Planning and Development (Q4)";"Arts and Humanities; Social Sciences"
2023;20878;5700160975;Studia Ethnologica Croatica;journal;1330-3627;Department of Ethnology and Cultural Anthropology Faculty of Humanities and Social Sciences, Univeristy of Zagreb;Yes;Yes;0,184;Q2;6;9;38;322;17;37;0,63;35,78;69,23;0;Croatia;Eastern Europe;2015-2025;"Cultural Studies (Q2); Anthropology (Q3)";Social Sciences
2023;20879;19700170141;Studies in World Christianity;journal;1750-0230, 1354-9901;Edinburgh University Press;No;No;0,184;Q2;16;16;58;545;32;49;0,48;34,06;36,36;0;United Kingdom;Western Europe;1996-2025;"History (Q2); Religious Studies (Q2)";Arts and Humanities
2023;20880;16000154784;Tijdschrift Voor Geschiedenis;journal;0040-7518;Koninklijke Van Gorcum BV (Royal Van Gorcum BV);No;No;0,184;Q2;9;36;84;1333;13;75;0,16;37,03;43,90;0;Netherlands;Western Europe;1983, 1987-1988, 1999, 2001-2025;History (Q2);Arts and Humanities
2023;20881;21100815304;African Journal of Food, Agriculture, Nutrition and Development;journal;1684-5358, 1684-5374;African Scholarly Science Communications Trust (ASSCAT);Yes;No;0,184;Q3;22;146;373;4844;234;372;0,55;33,18;35,31;9;Kenya;Africa;2011, 2016-2026;"Agricultural and Biological Sciences (miscellaneous) (Q3); Development (Q4); Food Science (Q4)";"Agricultural and Biological Sciences; Social Sciences"
2023;20882;21100841277;Archivio Penale;journal;0004-0304, 2384-9479;Pisa University Press;No;No;0,184;Q3;4;134;478;12298;18;469;0,05;91,78;38,05;0;Italy;Western Europe;2017-2026;Law (Q3);Social Sciences
2023;20883;21100210921;Central European Journal of Public Policy;journal;1802-4866;Sciendo;Yes;No;0,184;Q3;14;11;26;702;21;26;0,53;63,82;62,96;1;Czech Republic;Eastern Europe;2012-2025;"Law (Q3); Sociology and Political Science (Q3); Public Administration (Q4)";Social Sciences
2023;20884;21101138628;Chirurgie (Germany);journal;2731-6971, 2731-698X;Springer Medizin;No;No;0,184;Q3;52;207;653;3402;278;506;0,39;16,43;25,13;2;Germany;Western Europe;2022-2026;Surgery (Q3);Medicine
2023;20885;21100205929;Comunicata Scientiae;journal;2177-5133, 2176-9079;Federal University ofPiauI;Yes;No;0,184;Q3;20;75;217;2349;115;217;0,38;31,32;39,71;0;Brazil;Latin America;2010-2025;Agricultural and Biological Sciences (miscellaneous) (Q3);Agricultural and Biological Sciences
2023;20886;5800173401;Current Bioactive Compounds;journal;1875-6646, 1573-4072;Bentham Science Publishers;No;No;0,184;Q3;34;86;291;5575;261;282;0,80;64,83;45,20;0;United Arab Emirates;Middle East;2007-2026;Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3);Pharmacology, Toxicology and Pharmaceutics
2023;20887;4700152426;Current Pharmaceutical Analysis;journal;1875-676X, 1573-4129;KeAi Communications Co.;No;No;0,184;Q3;32;63;339;3875;248;329;0,76;61,51;54,40;0;China;Asiatic Region;2006-2026;"Pharmaceutical Science (Q3); Biochemistry (Q4); Biophysics (Q4); Molecular Medicine (Q4)";"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
2023;20888;21101039259;European Journal of Interdisciplinary Studies;journal;2067-3795;Bucharest University of Economic Studies;Yes;Yes;0,184;Q3;10;21;50;1014;61;50;1,39;48,29;52,83;0;Romania;Eastern Europe;2019-2025;Multidisciplinary (Q3);Multidisciplinary
2023;20889;21100258386;Institutions and Economies;journal;2232-1640, 2232-1349;Faculty of Economics and Administration;No;No;0,184;Q3;17;21;61;1019;61;60;0,92;48,52;46,15;0;Malaysia;Asiatic Region;2012-2025;"Economics, Econometrics and Finance (miscellaneous) (Q3); Business, Management and Accounting (miscellaneous) (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
2023;20890;21100242411;International Journal of Law in Context;journal;1744-5531, 1744-5523;Cambridge University Press;No;No;0,184;Q3;34;34;110;2431;84;107;0,65;71,50;57,78;0;United Kingdom;Western Europe;2005-2026;Law (Q3);Social Sciences
2023;20891;21136;Jinshu Rechuli/Heat Treatment of Metals;journal;0254-6051;Chinese Heat Treatment Society;No;No;0,184;Q3;20;490;1698;7781;827;1698;0,52;15,88;29,55;0;China;Asiatic Region;1980, 1986-1994, 1998, 2001-2025;"Industrial and Manufacturing Engineering (Q3); Mechanical Engineering (Q4); Mechanics of Materials (Q4); Metals and Alloys (Q4)";"Engineering; Materials Science"
2023;20892;5800207376;Journal of Acupuncture and Tuina Science;journal;1993-0399, 1672-3597;Higher Education Press Limited Company;No;No;0,184;Q3;10;63;199;1892;80;199;0,42;30,03;48,33;0;China;Asiatic Region;2003, 2005, 2007-2026;Complementary and Alternative Medicine (Q3);Medicine
2023;20893;21100839128;Journal of Information and Communication Convergence Engineering;journal;2234-8883, 2234-8255;Korea Institute of Information and Communication Engineering;Yes;No;0,184;Q3;12;46;121;996;89;120;0,87;21,65;33,93;0;South Korea;Asiatic Region;2008, 2017-2025;"Media Technology (Q3); Computer Networks and Communications (Q4); Electrical and Electronic Engineering (Q4); Information Systems (Q4)";"Computer Science; Engineering"
2023;20894;14297;Operative Techniques in Otolaryngology - Head and Neck Surgery;journal;1043-1810, 1557-9395;W.B. Saunders;No;No;0,184;Q3;24;51;148;1544;66;137;0,48;30,27;40,00;0;United States;Northern America;1990-2025;"Otorhinolaryngology (Q3); Surgery (Q3)";Medicine
2023;20895;21101081512;Paediatric Surgery (Ukraine);journal;2521-1358, 2304-0041;Group of Companies Med Expert, LLC;Yes;Yes;0,184;Q3;5;64;141;1263;28;141;0,20;19,73;36,29;0;Ukraine;Eastern Europe;2019-2025;"Pediatrics, Perinatology and Child Health (Q3); Surgery (Q3)";Medicine
2023;20896;21101123075;Revista Brasileira de Alternative Dispute Resolution;journal;2596-3201, 2674-8835;EDITORA FORUM LTDA;No;No;0,184;Q3;8;45;63;1053;97;57;1,03;23,40;53,45;0;Brazil;Latin America;2019-2025;"Law (Q3); Social Sciences (miscellaneous) (Q3)";Social Sciences
2023;20897;4100151614;Sages-Femmes;journal;1637-4088;Elsevier Masson s.r.l.;No;No;0,184;Q3;5;71;224;864;17;188;0,09;12,17;78,26;1;France;Western Europe;2004-2026;Maternity and Midwifery (Q3);Nursing
2023;20898;21100200406;Tropical and Subtropical Agroecosystems;journal;1870-0462;Universidad Autonoma de Yucatan;Yes;No;0,184;Q3;24;104;365;5026;216;363;0,59;48,33;27,52;2;Mexico;Latin America;2011-2026;"Agricultural and Biological Sciences (miscellaneous) (Q3); Ecology (Q4); Ecology, Evolution, Behavior and Systematics (Q4)";"Agricultural and Biological Sciences; Environmental Science"
2023;20899;18673;Active and Passive Electronic Components;journal;0882-7516, 1563-5031;John Wiley and Sons Ltd;Yes;No;0,184;Q4;27;6;9;195;8;9;1,50;32,50;61,90;0;United Kingdom;Western Europe;1985-2004, 2007-2021, 2023-2025;"Electrical and Electronic Engineering (Q4); Electronic, Optical and Magnetic Materials (Q4)";"Engineering; Materials Science"
2023;20900;21101028344;Art of Discrete and Applied Mathematics;journal;2590-9770;University of Primorska;No;No;0,184;Q4;9;42;125;818;35;119;0,18;19,48;29,41;0;Slovenia;Eastern Europe;2018-2026;"Applied Mathematics (Q4); Computational Theory and Mathematics (Q4); Discrete Mathematics and Combinatorics (Q4)";"Computer Science; Mathematics"
2023;20901;21100922607;Audiology and Speech Research;journal;2635-5019, 2635-5027;Korean Academy of Audiology;Yes;No;0,184;Q4;6;28;105;896;32;104;0,32;32,00;47,62;0;South Korea;Asiatic Region;2019-2025;"Health (social science) (Q4); Otorhinolaryngology (Q4); Speech and Hearing (Q4)";"Health Professions; Medicine; Social Sciences"
2023;20902;21101167527;Blasting;journal;1001-487X;;No;No;0,184;Q4;9;118;148;2312;109;148;0,81;19,59;22,76;0;China;Asiatic Region;2019-2025;"Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Energy Engineering and Power Technology (Q4)";"Chemical Engineering; Chemistry; Energy"
2023;20903;15791;Chemistry and Technology of Fuels and Oils;journal;0009-3092, 1573-8310;Springer Science and Business Media, LLC;No;No;0,184;Q4;23;159;375;3318;224;374;0,59;20,87;34,16;0;United States;Northern America;1965-2026;"Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Energy Engineering and Power Technology (Q4); Fuel Technology (Q4)";"Chemical Engineering; Chemistry; Energy"
2023;20904;21100935898;Computer Science Journal of Moldova;journal;1561-4042;Institute of Mathematics and Computer Science of Moldova;Yes;Yes;0,184;Q4;8;21;64;438;26;61;0,39;20,86;35,56;0;Moldova;Eastern Europe;2019-2025;"Artificial Intelligence (Q4); Computational Mathematics (Q4); Computational Theory and Mathematics (Q4); Computer Networks and Communications (Q4); Computer Science Applications (Q4); Control and Optimization (Q4); Modeling and Simulation (Q4); Software (Q4)";"Computer Science; Mathematics"
2023;20905;14000156183;Croatian Journal of Education;journal;1848-5197, 1848-5189;Faculty of Teacher Education, University of Zagreb;Yes;No;0,184;Q4;17;43;187;2136;78;163;0,34;49,67;66,02;1;Croatia;Eastern Europe;2011-2025;Education (Q4);Social Sciences
2023;20906;21100930159;Economics and Environment;journal;2957-0387, 2957-0395;Wydawnictwo Ekonomia i Srodowisko;Yes;No;0,184;Q4;11;104;115;5561;90;114;1,03;53,47;55,79;3;Poland;Eastern Europe;2019-2025;"Ecology (Q4); Economics and Econometrics (Q4); Management, Monitoring, Policy and Law (Q4)";"Economics, Econometrics and Finance; Environmental Science"
2023;20907;29375;Energy Engineering: Journal of the Association of Energy Engineering;journal;1546-0118, 0199-8595;Tech Science Press;No;No;0,184;Q4;20;160;299;4855;216;298;0,73;30,34;32,35;1;United States;Northern America;1980-1985, 1987-2026;"Building and Construction (Q4); Energy Engineering and Power Technology (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Energy; Engineering"
2023;20908;16702;Ferroelectrics, Letters Section;journal;1563-5228, 0731-5171;Taylor and Francis Ltd.;No;No;0,184;Q4;21;13;36;349;31;36;1,04;26,85;31,58;0;United Kingdom;Western Europe;1983-2024;"Condensed Matter Physics (Q4); Electronic, Optical and Magnetic Materials (Q4)";"Materials Science; Physics and Astronomy"
2023;20909;21100836264;International Journal of Computer Networks and Communications;journal;0975-2293, 0974-9322;Academy and Industry Research Collaboration Center (AIRCC);No;No;0,184;Q4;17;47;134;1479;113;134;0,75;31,47;18,28;1;India;Asiatic Region;2012-2013, 2015-2026;"Computer Networks and Communications (Q4); Hardware and Architecture (Q4)";Computer Science
2023;20910;26679;International Journal of Global Energy Issues;journal;1741-5128, 0954-7118;Inderscience Publishers;No;No;0,184;Q4;30;50;93;1170;90;92;1,08;23,40;40,20;0;United Kingdom;Western Europe;1989-2026;"Energy Engineering and Power Technology (Q4); Nuclear Energy and Engineering (Q4); Renewable Energy, Sustainability and the Environment (Q4)";Energy
2023;20911;21100860144;International Journal of Online Pedagogy and Course Design;journal;2155-6873, 2155-6881;IGI Global Publishing;No;No;0,184;Q4;13;22;84;1183;63;84;0,61;53,77;47,06;0;United States;Northern America;2014, 2017-2026;Education (Q4);Social Sciences
2023;20912;21100229117;Journal for Advancement of Marketing Education;journal;1537-5137, 2326-3296;Marketing Management Association;No;No;0,184;Q4;12;5;22;240;9;20;0,47;48,00;44,44;0;United States;Northern America;2012-2024;"Education (Q4); Marketing (Q4)";"Business, Management and Accounting; Social Sciences"
2023;20913;21101039055;Journal of Biological Control;journal;0971-930X, 2230-7281;Informatics Publishing Limited;No;No;0,184;Q4;8;32;116;927;35;114;0,22;28,97;34,72;0;India;Asiatic Region;2019-2025;"Agronomy and Crop Science (Q4); Applied Microbiology and Biotechnology (Q4); Insect Science (Q4)";"Agricultural and Biological Sciences; Immunology and Microbiology"
2023;20914;21101048945;Journal of Geography (Chigaku Zasshi);journal;0022-135X, 1884-0884;Tokyo Geographical Society;No;No;0,184;Q4;8;40;149;1305;48;149;0,34;32,63;22,50;0;Japan;Asiatic Region;2019-2025;"Earth-Surface Processes (Q4); Geography, Planning and Development (Q4); Geology (Q4); Geophysics (Q4); Global and Planetary Change (Q4)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
2023;20915;21101039254;Journal of Ultrafine Grained and Nanostructured Materials;journal;2423-6837, 2423-6845;University of Tehran;Yes;Yes;0,184;Q4;10;24;72;1049;60;72;0,83;43,71;18,64;0;Iran;Middle East;2019-2025;"Biomaterials (Q4); Ceramics and Composites (Q4); Metals and Alloys (Q4); Polymers and Plastics (Q4)";Materials Science
2023;20916;21100901563;Korean Journal of Physical, Multiple and Health Disabilities;journal;2288-3843;;No;No;0,184;Q4;10;31;108;1312;53;108;0,45;42,32;49,09;0;South Korea;Asiatic Region;2018-2025;"Developmental and Educational Psychology (Q4); Education (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4)";"Health Professions; Psychology; Social Sciences"
2023;20917;19200157107;Madera y Bosques;journal;2448-7597, 1405-0471;Instituto de Ecologia, A.C.;Yes;Yes;0,184;Q4;22;29;173;1488;84;172;0,40;51,31;35,58;0;Mexico;Latin America;2008-2026;Forestry (Q4);Agricultural and Biological Sciences
2023;20918;21101140356;Mathematical Models in Engineering;journal;2351-5279, 2424-4627;EXTRICA;No;No;0,184;Q4;7;15;11;353;8;11;0,73;23,53;27,78;0;Lithuania;Eastern Europe;2022-2025;"Mechanical Engineering (Q4); Modeling and Simulation (Q4)";"Engineering; Mathematics"
2023;20919;87936;Moshi Shibie yu Rengong Zhineng/Pattern Recognition and Artificial Intelligence;journal;1003-6059;Science Press;No;No;0,184;Q4;28;80;312;3756;267;312;0,77;46,95;34,75;0;China;Asiatic Region;2001-2025;"Artificial Intelligence (Q4); Computer Vision and Pattern Recognition (Q4); Software (Q4)";Computer Science
2023;20920;21037;New Zealand Entomologist;journal;1179-3430, 0077-9962;Taylor and Francis Ltd.;No;No;0,184;Q4;23;3;24;118;12;24;0,46;39,33;85,71;1;United Kingdom;Western Europe;1952-1956, 1958-1966, 1968-1971, 1973, 1975-1980, 1982-1984, 1987-2026;Insect Science (Q4);Agricultural and Biological Sciences
2023;20921;21101041843;Novosti Sistematiki Vysshikh Rastenii;journal;0568-5443, 2687-1564;Komarov Botanical Institute of the Russian Academy of Sciences;No;No;0,184;Q4;4;14;44;286;13;43;0,24;20,43;34,48;0;Russian Federation;Eastern Europe;2019-2025;"Ecology, Evolution, Behavior and Systematics (Q4); Plant Science (Q4)";Agricultural and Biological Sciences
2023;20922;21100790340;Oxford Medical Case Reports;journal;2053-8855;Oxford University Press;Yes;No;0,184;Q4;16;148;443;1364;235;400;0,46;9,22;31,39;1;United Kingdom;Western Europe;2014-2026;"Infectious Diseases (Q4); Microbiology (Q4); Parasitology (Q4)";"Immunology and Microbiology; Medicine"
2023;20923;21100826237;Pakistan Journal of Phytopathology;journal;2305-0284, 1019-763X;Pakistan Phytopathological Society;No;No;0,184;Q4;11;48;121;1640;90;121;0,60;34,17;41,54;0;Pakistan;Asiatic Region;2017-2025;"Agronomy and Crop Science (Q4); Plant Science (Q4)";Agricultural and Biological Sciences
2023;20924;4700152865;Psicologia e Sociedade;journal;1807-0310, 0102-7182;Associacao Brasileira de Psicologia Social;Yes;Yes;0,184;Q4;24;50;129;1509;40;128;0,12;30,18;62,63;0;Brazil;Latin America;2006-2025;Social Psychology (Q4);Psychology
2023;20925;21101151491;Revista Alconpat;journal;2007-6835;;Yes;Yes;0,184;Q4;5;19;27;666;12;27;0,44;35,05;31,43;0;Mexico;Latin America;2022-2025;Ceramics and Composites (Q4);Materials Science
2023;20926;28343;Revista de Metalurgia;journal;0034-8570, 1988-4222;CSIC Consejo Superior de Investigaciones Cientificas;Yes;Yes;0,184;Q4;25;21;72;707;54;72;0,79;33,67;19,35;0;Spain;Western Europe;1968-1972, 1974-1994, 1996-2025;"Condensed Matter Physics (Q4); Materials Chemistry (Q4); Metals and Alloys (Q4); Physical and Theoretical Chemistry (Q4)";"Chemistry; Materials Science; Physics and Astronomy"
2023;20927;21100854128;Shipin Kexue/Food Science;journal;1002-6630;Chinese Chamber of Commerce;Yes;No;0,184;Q4;21;1080;2888;52209;2961;2888;1,01;48,34;47,47;0;China;Asiatic Region;2016, 2018, 2020-2026;Food Science (Q4);Agricultural and Biological Sciences
2023;20928;21101080474;World Journal of Chemical Education;journal;2375-1657, 2375-1665;Science and Education Publishing;No;No;0,184;Q4;7;25;70;447;25;70;0,35;17,88;28,07;0;United States;Northern America;2019-2025;"Analytical Chemistry (Q4); Chemistry (miscellaneous) (Q4); Education (Q4); Physical and Theoretical Chemistry (Q4)";"Chemistry; Social Sciences"
2023;20929;21100826363;WT Werkstattstechnik;journal;1436-4980;"VDI Fachmedien GmbH &amp; Co. KG";No;No;0,184;Q4;12;107;456;1627;101;428;0,26;15,21;14,47;0;Germany;Western Europe;2012-2025;"Automotive Engineering (Q4); Control and Systems Engineering (Q4)";Engineering
2023;20930;19700170833;Yingyong Kexue Xuebao/Journal of Applied Sciences;journal;0255-8297;;No;No;0,184;Q4;14;82;241;1870;159;241;0,71;22,80;38,80;0;China;Asiatic Region;1988, 2010-2026;"Computer Science (miscellaneous) (Q4); Engineering (miscellaneous) (Q4); Mathematics (miscellaneous) (Q4)";"Computer Science; Engineering; Mathematics"
2023;20931;31517;IEEE Region 10 Annual International Conference, Proceedings/TENCON;conference and proceedings;2159-3450, 2159-3442;Institute of Electrical and Electronics Engineers Inc.;No;No;0,184;-;50;243;690;4522;585;680;0,68;18,61;27,04;0;United States;Northern America;1991-1993, 1995-1997, 1999-2000, 2002-2013, 2015-2024;"Computer Science Applications; Electrical and Electronic Engineering";"Computer Science; Engineering"
2023;20932;21100206265;International Journal of Arts Management;journal;1480-8986;Ecole des Hautes Etudes Commerciales;No;No;0,183;Q1;23;29;63;1086;56;54;0,64;37,45;59,57;0;Canada;Northern America;2011-2025;"Visual Arts and Performing Arts (Q1); Business and International Management (Q4)";"Arts and Humanities; Business, Management and Accounting"
2023;20933;5600155107;Journal of Australian Studies;journal;0314-769X, 1444-3058;Taylor and Francis Ltd.;No;No;0,183;Q1;26;46;108;0;64;96;0,35;0,00;48,98;0;United Kingdom;Western Europe;1977-2026;"Literature and Literary Theory (Q1); Cultural Studies (Q2); History (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
2023;20934;21101079408;Journal of English Language and Literature;journal;1016-2283, 2465-8545;English Language and Literature Association of Korea;No;No;0,183;Q1;3;31;124;754;12;124;0,13;24,32;42,31;0;South Korea;Asiatic Region;2019-2025;"Literature and Literary Theory (Q1); Cultural Studies (Q2); Linguistics and Language (Q2); Education (Q4)";"Arts and Humanities; Social Sciences"
2023;20935;5800207582;Journal of Germanic Linguistics;journal;1475-3014, 1470-5427;Cambridge University Press;No;No;0,183;Q1;19;12;36;770;23;34;0,58;64,17;35,71;0;United Kingdom;Western Europe;2001-2007, 2009-2025;"Literature and Literary Theory (Q1); Linguistics and Language (Q2)";"Arts and Humanities; Social Sciences"
2023;20936;16300154713;Studies in the Novel;journal;0039-3827;University of North Texas, English Department;No;No;0,183;Q1;24;45;71;748;29;69;0,31;16,62;47,50;0;United States;Northern America;2003-2026;Literature and Literary Theory (Q1);Arts and Humanities
2023;20937;17300154836;Grotiana;journal;0167-3831, 1876-0759;Brill Academic Publishers;No;No;0,183;Q2;13;16;52;1713;45;51;1,09;107,06;12,50;0;Netherlands;Western Europe;1980-1982, 1984-1987, 1989-1991, 1993, 1997-1999, 2001, 2003, 2007-2010, 2012-2026;"History (Q2); Law (Q3)";"Arts and Humanities; Social Sciences"
2023;20938;21100829237;Historical Encounters;journal;2203-7543;HERMES History Education Research Network;Yes;Yes;0,183;Q2;14;21;61;1035;44;59;0,86;49,29;54,84;0;Australia;Pacific Region;2014-2025;History (Q2);Arts and Humanities
2023;20939;21100972603;History of Retailing and Consumption;journal;2373-518X, 2373-5171;Routledge;No;No;0,183;Q2;5;18;43;978;23;39;0,50;54,33;47,62;0;United Kingdom;Western Europe;2019-2026;"History (Q2); Economics, Econometrics and Finance (miscellaneous) (Q3); Business, Management and Accounting (miscellaneous) (Q4)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance"
2023;20940;21100790339;Integration of Education;journal;1991-9468, 2308-1058;National Research Ogarev Mordovia State University;Yes;Yes;0,183;Q2;14;38;116;1366;89;116;0,70;35,95;72,64;0;Russian Federation;Eastern Europe;2016-2025;"Cultural Studies (Q2); Linguistics and Language (Q2); Developmental and Educational Psychology (Q4); Education (Q4)";"Psychology; Social Sciences"
2023;20941;21100775043;International Journal for the Study of New Religions;journal;2041-952X, 2041-9511;Equinox Publishing Ltd;No;No;0,183;Q2;6;8;32;311;12;27;0,00;38,88;57,14;0;United Kingdom;Western Europe;2016-2024;Religious Studies (Q2);Arts and Humanities
2023;20942;21101090158;Journal of Sound and Music in Games;journal;2578-3432;University of California Press;No;No;0,183;Q2;8;21;54;501;30;51;0,45;23,86;27,27;0;United States;Northern America;2020-2025;"Music (Q2); Computer Science Applications (Q4)";"Arts and Humanities; Computer Science"
2023;20943;50047;Journal of Southeast Asian Studies;journal;1474-0680, 0022-4634;Cambridge University Press;No;No;0,183;Q2;41;36;103;2986;44;91;0,32;82,94;29,41;0;United Kingdom;Western Europe;1970-2025;"History (Q2); Sociology and Political Science (Q3); Geography, Planning and Development (Q4)";"Arts and Humanities; Social Sciences"
2023;20944;21101092739;Korean Journal of Research in Music Education;journal;1229-4179, 2713-3788;Korean Music Education Society;No;No;0,183;Q2;7;39;104;1326;51;102;0,70;34,00;67,86;0;South Korea;Asiatic Region;2019-2025;"Music (Q2); Education (Q4)";"Arts and Humanities; Social Sciences"
2023;20945;5800222692;Magyar Nyelv;journal;1588-1210, 0025-0228;Magyar Neprajzi Tarsasag;No;No;0,183;Q2;5;47;130;1046;9;123;0,04;22,26;16,00;0;Hungary;Eastern Europe;2011-2025;Linguistics and Language (Q2);Social Sciences
2023;20946;21101149133;Res Publica. Revista de Historia de las Ideas Politicas;journal;1576-4184, 1989-6115;Universidad Complutense Madrid;No;No;0,183;Q2;4;68;102;2086;27;95;0,20;30,68;24,05;1;Spain;Western Europe;2019-2025;"Philosophy (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
2023;20947;21100886216;Strategic Design Research Journal;journal;1984-2988;Universidade do Vale do Rio dos Sinos;Yes;Yes;0,183;Q2;13;31;126;957;79;113;0,55;30,87;48,61;0;Brazil;Latin America;2018-2023, 2025;"Arts and Humanities (miscellaneous) (Q2); Engineering (miscellaneous) (Q4); Modeling and Simulation (Q4)";"Arts and Humanities; Engineering; Mathematics"
2023;20948;21100325445;Studia Slavica et Balcanica Petropolitana;journal;1995-848X;Saint Petersburg State University;Yes;Yes;0,183;Q2;5;27;80;777;17;80;0,17;28,78;50,00;0;Russian Federation;Eastern Europe;2014-2024;History (Q2);Arts and Humanities
2023;20949;21100900142;Theory and Practice of Second Language Acquisition;journal;2450-5455, 2451-2125;Wydawnictwo Uniwersytetu Slaskiego;Yes;Yes;0,183;Q2;8;23;48;989;26;43;0,61;43,00;85,29;0;Poland;Eastern Europe;2018-2025;"Linguistics and Language (Q2); Developmental and Educational Psychology (Q4); Education (Q4)";"Psychology; Social Sciences"
2023;20950;5600152962;Trames;journal;1736-7514, 1406-0922;Estonian Academy Publishers;Yes;No;0,183;Q2;21;22;75;1047;42;74;0,67;47,59;54,55;1;Estonia;Eastern Europe;2008-2025;"Arts and Humanities (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Social Sciences"
2023;20951;21101051701;Transitions: Journal of Transient Migration;journal;2397-7159, 2397-7140;Intellect Ltd.;No;No;0,183;Q2;8;4;30;223;21;27;0,77;55,75;71,43;0;United Kingdom;Western Europe;2019-2026;"Cultural Studies (Q2); Demography (Q3); Gender Studies (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";Social Sciences
2023;20952;5800169373;Comparative Strategy;journal;0149-5933, 1521-0448;Routledge;No;No;0,183;Q3;23;37;124;80;85;120;0,61;2,16;28,85;4;United Kingdom;Western Europe;1978-2026;Political Science and International Relations (Q3);Social Sciences
2023;20953;21101149381;Egyptian Journal of Veterinary Science;journal;1110-0222, 2357-089X;National Information and Documentation Centre;No;No;0,183;Q3;12;137;163;5960;113;162;0,60;43,50;42,23;0;Egypt;Africa/Middle East;1977, 1979-1980, 2012-2013, 2015-2026;"Equine (Q3); Small Animals (Q3); Veterinary (miscellaneous) (Q3); Animal Science and Zoology (Q4); Food Animals (Q4)";"Agricultural and Biological Sciences; Veterinary"
2023;20954;21101161406;Foregut;journal;2634-5161;SAGE Publications Inc.;No;No;0,183;Q3;7;64;133;1894;62;104;0,47;29,59;29,67;1;United States;Northern America;2021-2025;"Surgery (Q3); Gastroenterology (Q4); Oncology (Q4)";Medicine
2023;20955;13500154704;Ikonomicheski Izsledvania;journal;0205-3292;Bulgarska Akademiya na Naukite;No;No;0,183;Q3;14;83;209;3606;156;205;0,78;43,45;49,74;0;Bulgaria;Eastern Europe;2008-2026;Economics, Econometrics and Finance (miscellaneous) (Q3);Economics, Econometrics and Finance
